Q_ID,Video_ID,Rank,Answer,Time (sec),,
LUZHLX2pBdk,LUZHLX2pBdk,7,The man is wearing cargo shorts.,3.3475,,
LUZHLX2pBdk,LUZHLX2pBdk,8,The man is wearing shorts.,3.3475,,
LUZHLX2pBdk,LUZHLX2pBdk,9,The man is wearing shorts.,3.3475,,
LUZHLX2pBdk,LUZHLX2pBdk,10,The man is wearing shorts.,3.3475,,
LW3GIJ5BLHc,LW3GIJ5BLHc,1,Now we don't have enough money to get to Aspen.,7.3301,,
LW3GIJ5BLHc,LW3GIJ5BLHc,2,Now we don't have enough money to get to Aspen.,7.3301,,
LW3GIJ5BLHc,LW3GIJ5BLHc,3,Now we don't have enough money to get to Aspen.,7.3301,,
LW3GIJ5BLHc,LW3GIJ5BLHc,4,Now we don't have enough money to get to Aspen,7.3301,,
LW3GIJ5BLHc,LW3GIJ5BLHc,5,We don't have enough money to get to Aspen.,7.3301,,
LW3GIJ5BLHc,LW3GIJ5BLHc,6,Now we don't have enough money to get to Aspen,7.3301,,
LW3GIJ5BLHc,LW3GIJ5BLHc,7,Now we don't have enough money to get to aspen.,7.3301,,
LW3GIJ5BLHc,LW3GIJ5BLHc,8,Now we don't have enough money to get to Aspen.,7.3301,,
LW3GIJ5BLHc,LW3GIJ5BLHc,9,We don't have enough money to get to Aspen.,7.3301,,
LW3GIJ5BLHc,LW3GIJ5BLHc,10,We don't have enough money to get to Aspen.,7.3301,,
LxZuar32o1o,LxZuar32o1o,1,The boy skillfully spins two hula-hoops around his waist while keeping them in motion.,3.5875,,
LxZuar32o1o,LxZuar32o1o,2,"The boy starts spinning the hula-hoops around his waist, demonstrating his skill and coordination.",3.5875,,
LxZuar32o1o,LxZuar32o1o,3,"The boy starts to spin the hula-hoops around his waist, demonstrating his skill and coordination.",3.5875,,
LxZuar32o1o,LxZuar32o1o,4,"The boy continues to spin the hula-hoops around his waist, showcasing his skill and balance.",3.5875,,
LxZuar32o1o,LxZuar32o1o,5,He continues to spin the hula-hoops around his waist.,3.5875,,
LxZuar32o1o,LxZuar32o1o,6,"He continues to spin the hula-hoops around his waist and arms, displaying his skill and coordination.",3.5875,,
LxZuar32o1o,LxZuar32o1o,7,"The boy starts to spin the hula-hoops around his waist, demonstrating his skill and coordination.",3.5875,,
LxZuar32o1o,LxZuar32o1o,8,"The boy begins to spin the hula-hoops around his waist, demonstrating his skill and coordination.",3.5875,,
LxZuar32o1o,LxZuar32o1o,9,"The boy continues to move, keeping the hula-hoops spinning around his waist.",3.5875,,
LxZuar32o1o,LxZuar32o1o,10,"The boy continues to dance, maintaining the hula-hoops around his waist, and smiles.",3.5875,,
LziNpkXGoDE,LziNpkXGoDE,1,"The man is kneeling in front of another man writing on his shirt as a form of appreciation or recognition, possibly after a match or event.",3.6192,,
LziNpkXGoDE,LziNpkXGoDE,2,"The man kneeling is signing the shirts of the other man, who is likely a fan or supporter, as a gesture of appreciation or celebration.",3.6192,,
LziNpkXGoDE,LziNpkXGoDE,3,"The man kneeling is signing the shirts of the other man, likely as a gesture of appreciation or as part of a celebration.",3.6192,,
LziNpkXGoDE,LziNpkXGoDE,4,The man kneeling is signing the other man's shirt as a gesture of appreciation or celebration.,3.6192,,
LziNpkXGoDE,LziNpkXGoDE,5,The man kneeling is signing an autograph on the shirt of the other man as a gesture of appreciation and camaraderie.,3.6192,,
LziNpkXGoDE,LziNpkXGoDE,6,"The man kneeling is signing the shirts of the other man, likely as a gesture of appreciation or as part of a promotional activity.",3.6192,,
LziNpkXGoDE,LziNpkXGoDE,7,"The man kneeling is signing the shirt of the other man, likely as a gesture of gratitude or appreciation.",3.6192,,
LziNpkXGoDE,LziNpkXGoDE,8,"The man is signing the other man's shirt, likely as a gesture of gratitude or celebration.",3.6192,,
LziNpkXGoDE,LziNpkXGoDE,9,"The man is kneeling and writing on the other man's shirts to personalize them, likely as a gesture of team spirit or celebration.",3.6192,,
LziNpkXGoDE,LziNpkXGoDE,10,The man is likely signing the shirts for a fan or supporter as part of a team event or promotion.,3.6192,,
L_QWBOPgucA,L_QWBOPgucA,1,"The man separates the two pieces of black stuff to reveal and inspect the glowing blue material inside, possibly to assess its quality or to prepare it for further use or examination.",3.8411,,
L_QWBOPgucA,L_QWBOPgucA,2,"The man separates the two pieces of black stuff to reveal a glowing blue interior, suggesting that he is examining or showcasing a mineral or gemstone with a luminescent quality.",3.8411,,
L_QWBOPgucA,L_QWBOPgucA,3,"The man separates the two pieces of black stuff to reveal a glowing blue substance inside, which is illuminated by a flashlight.",3.8411,,
L_QWBOPgucA,L_QWBOPgucA,4,To reveal the blue stone inside and inspect it more closely.,3.8411,,
L_QWBOPgucA,L_QWBOPgucA,5,"The man separates the two pieces of black stuff to reveal the glowing blue substance inside, which appears to be the desired object of interest.",3.8411,,
L_QWBOPgucA,L_QWBOPgucA,6,"The man separates the two pieces of black stuff to reveal a bright blue substance inside, which is highlighted by shining a light on it.",3.8411,,
L_QWBOPgucA,L_QWBOPgucA,7,"The man separates the two pieces of black stuff to reveal the shiny blue mineral inside, which he then illuminates with a flashlight to highlight its reflective qualities.",3.8411,,
L_QWBOPgucA,L_QWBOPgucA,8,The man separates the two pieces of black stuff to reveal and inspect the blue crystal inside.,3.8411,,
L_QWBOPgucA,L_QWBOPgucA,9,"The man separates the two pieces of black stuff to reveal the blue material inside, likely to show its unique properties or to continue the process of examination or preparation.",3.8411,,
L_QWBOPgucA,L_QWBOPgucA,10,"The man separates the two pieces of black stuff to reveal the blue crystal inside, which he inspects closely with a flashlight to highlight its features.",3.8411,,
M39nNQb1Nj0,M39nNQb1Nj0,1,"The dog learns to walk, play, and interact with its surroundings and people.",3.6884,,
M39nNQb1Nj0,M39nNQb1Nj0,2,"In its first year, a dog learns basic obedience commands, socialization skills, and develops its physical strength and coordination.",3.6884,,
M39nNQb1Nj0,M39nNQb1Nj0,3,"In its first year, the dog learns basic commands, socialization with other dogs and humans, and developing a strong bond with its owner.",3.6884,,
M39nNQb1Nj0,M39nNQb1Nj0,4,"The dog learns to walk, interact with humans, and adapt to its environment.",3.6884,,
M39nNQb1Nj0,M39nNQb1Nj0,5,"In its first year, the dog learns to walk, play, and interact with its environment and people around it.",3.6884,,
M39nNQb1Nj0,M39nNQb1Nj0,6,The dog learns basic commands and socialization with humans and other dogs in its first year.,3.6884,,
M39nNQb1Nj0,M39nNQb1Nj0,7,"In its first year, the dog learns to walk, play, and socialize with humans and other animals.",3.6884,,
M39nNQb1Nj0,M39nNQb1Nj0,8,"In its first year, the dog learns to navigate its environment, develop social behaviors, and grow physically and mentally.",3.6884,,
M39nNQb1Nj0,M39nNQb1Nj0,9,"In its first year, the dog learns to walk, play, and socialize with other dogs and people.",3.6884,,
M39nNQb1Nj0,M39nNQb1Nj0,10,"The dog learns to interact with its environment, including responding to commands and adapting to different situations.",3.6884,,
M57Mawo4W-Y,M57Mawo4W-Y,1,Two towels are used to help people get taller.,3.58,,
M57Mawo4W-Y,M57Mawo4W-Y,2,2 towels.,3.58,,
M57Mawo4W-Y,M57Mawo4W-Y,3,Two towels are used to help people get taller.,3.58,,
M57Mawo4W-Y,M57Mawo4W-Y,4,Two towels are used to help people get taller.,3.58,,
M57Mawo4W-Y,M57Mawo4W-Y,5,2 towels.,3.58,,
M57Mawo4W-Y,M57Mawo4W-Y,6,Two towels are used.,3.58,,
M57Mawo4W-Y,M57Mawo4W-Y,7,2 towels are used to help people get taller.,3.58,,
M57Mawo4W-Y,M57Mawo4W-Y,8,2 towels are used to help people get taller.,3.58,,
M57Mawo4W-Y,M57Mawo4W-Y,9,2 towels are used to help people get taller.,3.58,,
M57Mawo4W-Y,M57Mawo4W-Y,10,Two towels are used.,3.58,,
M5X27rRGGHU,M5X27rRGGHU,1,The video does not show any instrument being played; it focuses on students in a classroom setting.,3.9645,,
M5X27rRGGHU,M5X27rRGGHU,2,The video does not show any instrument being played.,3.9645,,
M5X27rRGGHU,M5X27rRGGHU,3,The video does not show any instrument being played.,3.9645,,
M5X27rRGGHU,M5X27rRGGHU,4,The video does not show any instrument being played.,3.9645,,
M5X27rRGGHU,M5X27rRGGHU,5,The video does not show any instrument being played.,3.9645,,
M5X27rRGGHU,M5X27rRGGHU,6,The video does not show any instrument being played; it features a classroom scene with students studying.,3.9645,,
M5X27rRGGHU,M5X27rRGGHU,7,No instrument is being played during this video.,3.9645,,
M5X27rRGGHU,M5X27rRGGHU,8,The video does not show any instrument being played.,3.9645,,
M5X27rRGGHU,M5X27rRGGHU,9,No instrument is being played during this video; it appears to be a classroom scene with students writing.,3.9645,,
M5X27rRGGHU,M5X27rRGGHU,10,The video does not show any instrument being played.,3.9645,,
M6cWJmBBhnI,M6cWJmBBhnI,1,The man is using a spinner to control the steering of the combine while driving through a crop field.,3.7473,,
M6cWJmBBhnI,M6cWJmBBhnI,2,The man is smiling while driving a combine in a crop field using a spinner.,3.7473,,
M6cWJmBBhnI,M6cWJmBBhnI,3,"The man is skillfully maneuvering a combine in a crop field, using a spinner to control the machine's direction.",3.7473,,
M6cWJmBBhnI,M6cWJmBBhnI,4,The man is driving a combine through a crop field while using a spinner to control the machine.,3.7473,,
M6cWJmBBhnI,M6cWJmBBhnI,5,"The man is driving a combine in a crop field and using a spinner to control the machine, ensuring precise operation.",3.7473,,
M6cWJmBBhnI,M6cWJmBBhnI,6,"The man is skillfully steering the combine using a spinner while driving through a crop field, likely harvesting or tending to the crops.",3.7473,,
M6cWJmBBhnI,M6cWJmBBhnI,7,The man is skillfully operating a combine while driving through a crop field using a spinner to manage the machine's steering.,3.7473,,
M6cWJmBBhnI,M6cWJmBBhnI,8,The man is operating the steering wheel and spinner controls of a combine while driving through a crop field.,3.7473,,
M6cWJmBBhnI,M6cWJmBBhnI,9,The man is operating a combine in a crop field while steering the machine with a spinner.,3.7473,,
M6cWJmBBhnI,M6cWJmBBhnI,10,The man is holding the steering wheel of the combine with his right hand while operating the spinner with his left hand.,3.7473,,
M76Yl8Oor8Y,M76Yl8Oor8Y,1,There are no men hugging in the video.,3.983,,
M76Yl8Oor8Y,M76Yl8Oor8Y,2,There are two men hugging in the video.,3.983,,
M76Yl8Oor8Y,M76Yl8Oor8Y,3,There are two men hugging in the video.,3.983,,
M76Yl8Oor8Y,M76Yl8Oor8Y,4,There are two men hugging in the video.,3.983,,
M76Yl8Oor8Y,M76Yl8Oor8Y,5,There are two men hugging in the video.,3.983,,
M76Yl8Oor8Y,M76Yl8Oor8Y,6,"There are no men hugging in the video. The video shows a person in a hot air balloon, a hand pointing at a brick wall, and a person holding a balloon with a globe in the background.",3.983,,
M76Yl8Oor8Y,M76Yl8Oor8Y,7,Two men are hugging in the video.,3.983,,
M76Yl8Oor8Y,M76Yl8Oor8Y,8,There are two men hugging in the video.,3.983,,
M76Yl8Oor8Y,M76Yl8Oor8Y,9,There are two men hugging in the video.,3.983,,
M76Yl8Oor8Y,M76Yl8Oor8Y,10,There are two men hugging in the video.,3.983,,
MA173ZVzSXc,MA173ZVzSXc,1,The image does not provide a clear count of the number of pairs of sneakers on the shelves.,4.0259,,
MA173ZVzSXc,MA173ZVzSXc,2,"The exact number of pairs of sneakers is not specified, but it is enough to store multiple pairs.",4.0259,,
MA173ZVzSXc,MA173ZVzSXc,3,There are 5 pairs of sneakers stored in the shelves behind the narrator.,4.0259,,
MA173ZVzSXc,MA173ZVzSXc,4,10 pairs of sneakers.,4.0259,,
MA173ZVzSXc,MA173ZVzSXc,5,12 pairs of sneakers can be stored in the shelves behind the narrator.,4.0259,,
MA173ZVzSXc,MA173ZVzSXc,6,The shelves behind the narrator can store multiple pairs of sneakers.,4.0259,,
MA173ZVzSXc,MA173ZVzSXc,7,The exact number of pairs of sneakers is not specified in the image.,4.0259,,
MA173ZVzSXc,MA173ZVzSXc,8,12,4.0259,,
MA173ZVzSXc,MA173ZVzSXc,9,The image does not provide specific information about the number of pairs of sneakers that can be stored in the shelves behind the narrator.,4.0259,,
MA173ZVzSXc,MA173ZVzSXc,10,The shelves behind the narrator can store 8 pairs of sneakers.,4.0259,,
MCWKUjMdpF4,MCWKUjMdpF4,1,"One of the labels given to the young man in the video is ""??????????:"" (Stands up:).",4.1482,,
MCWKUjMdpF4,MCWKUjMdpF4,2,"One of the labels given to the young man in the video is ""?????:"" (Crybaby:).",4.1482,,
MCWKUjMdpF4,MCWKUjMdpF4,3,"One of the labels given to this young man in the video is ""?????"" (Crybaby).",4.1482,,
MCWKUjMdpF4,MCWKUjMdpF4,4,"One of the labels given to the young man in the video is ""??????????"" (Narvayetsya).",4.1482,,
MCWKUjMdpF4,MCWKUjMdpF4,5,"One of the labels given to the young man in the video is ""?????"" (whiner).",4.1482,,
MCWKUjMdpF4,MCWKUjMdpF4,6,"One of the labels given to the young man in the video is ""?????"" (Crybaby).",4.1482,,
MCWKUjMdpF4,MCWKUjMdpF4,7,"One of the labels given to the young man in the video is ""?????"" (whiner).",4.1482,,
MCWKUjMdpF4,MCWKUjMdpF4,8,"One of the labels given to the young man in the video is ""?????"" (Crybaby).",4.1482,,
MCWKUjMdpF4,MCWKUjMdpF4,9,"One of the labels given to this young man in the video is ""?????:"" which means ""Crybaby:"" in English.",4.1482,,
MCWKUjMdpF4,MCWKUjMdpF4,10,"One of the labels given to the young man in the video is ""??????????"" (Bold).",4.1482,,
MdCT-ky8_FM,MdCT-ky8_FM,1,"The video is about tips for improving endurance running performance during a physical test, including maintaining a consistent pace, not focusing on breathing, running with good posture, and doing warm-up exercises.",4.3505,,
MdCT-ky8_FM,MdCT-ky8_FM,2,"The video is mainly about tips for improving endurance running performance, including maintaining a steady pace, not focusing on breathing, running with good posture, and warming up before running.",4.3505,,
MdCT-ky8_FM,MdCT-ky8_FM,3,"The video is about tips for improving endurance running performance and includes advice on maintaining a consistent pace, not focusing on breathing, running with good posture, and warming up before the run.",4.3505,,
MdCT-ky8_FM,MdCT-ky8_FM,4,"The video is mainly about tips for improving endurance running performance, including maintaining a consistent pace, being mindful of breathing, running in a good posture, and performing a warm-up.",4.3505,,
MdCT-ky8_FM,MdCT-ky8_FM,5,"The video is about tips for improving endurance running performance before a physical fitness test, including maintaining a consistent pace, not focusing on breathing, running with good posture, and warming up properly.",4.3505,,
MdCT-ky8_FM,MdCT-ky8_FM,6,"The video is mainly about tips for improving endurance running performance, including maintaining a consistent pace, not focusing on breathing, maintaining good posture, and doing warm-up exercises.",4.3505,,
MdCT-ky8_FM,MdCT-ky8_FM,7,"The video is about tips for improving endurance and performance in a running test, including maintaining a consistent pace, focusing on breathing, maintaining good posture, and doing warm-up exercises.",4.3505,,
MdCT-ky8_FM,MdCT-ky8_FM,8,"The video is about tips for improving endurance running performance and includes advice on maintaining a consistent pace, breathing naturally, running with good posture, and doing warm-up exercises.",4.3505,,
MdCT-ky8_FM,MdCT-ky8_FM,9,"The video is a guide on how to improve endurance running performance, covering tips such as running at a consistent pace, breathing naturally, maintaining good posture, and warming up properly.",4.3505,,
MdCT-ky8_FM,MdCT-ky8_FM,10,The video is mainly about tips and techniques for improving performance in long-distance running during a fitness test.,4.3505,,
MdMKHhFFqJQ,MdMKHhFFqJQ,1,No instrument is heard during this video.,3.6026,,
MdMKHhFFqJQ,MdMKHhFFqJQ,2,"The video does not contain any audio, so no instrument can be heard.",3.6026,,
MdMKHhFFqJQ,MdMKHhFFqJQ,3,The video does not contain any instrument sounds.,3.6026,,
MdMKHhFFqJQ,MdMKHhFFqJQ,4,No instrument is heard in this video.,3.6026,,
MdMKHhFFqJQ,MdMKHhFFqJQ,5,No instrument is heard in the video; it features animated characters.,3.6026,,
MdMKHhFFqJQ,MdMKHhFFqJQ,6,No instrument is heard during this video.,3.6026,,
MdMKHhFFqJQ,MdMKHhFFqJQ,7,There is no instrument heard during this video; it features animated characters.,3.6026,,
